Содержание серы,Текущее время моделирования
162,5:32:50
162,5:33:1
162,5:33:13
162,5:33:24
162,5:33:36
162,5:33:47
162,5:33:58
162,5:34:10
162,5:34:21
162,5:34:33
162,5:34:44
162,5:34:56
162,5:35:7
162,5:35:19
162,5:35:30
162,5:35:41
162,5:35:53
162,5:36:4
162,5:36:15
162,5:36:26
162,5:36:38
162,5:36:49
162,5:37:0
162,5:37:11
162,5:37:22
162,5:37:33
162,5:37:45
162,5:37:56
162,5:38:7
162,5:38:18
162,5:38:29
162,5:38:40
162,5:38:51
162,5:39:2
162,5:39:13
162,5:39:24
162,5:39:35
162,5:39:46
162,5:39:57
162,5:40:8
162,5:40:19
162,5:40:30
162,5:40:41
162,5:40:52
162,5:41:3
162,5:41:14
162,5:41:25
162,5:41:35
162,5:41:46
162,5:41:57
162,5:42:7
162,5:42:18
162,5:42:29
162,5:42:40
162,5:42:50
162,5:43:1
162,5:43:12
162,5:43:22
162,5:43:33
162.11,5:43:44
162.472,5:43:54
162.834,5:44:5
163.194,5:44:16
163.91,5:44:26
164.133,5:44:37
164.311,5:44:48
164.489,5:44:58
164.667,5:45:9
164.845,5:45:19
165.023,5:45:30
165.201,5:45:41
165.379,5:45:51
165.557,5:46:2
165.735,5:46:12
165.913,5:46:23
166.091,5:46:33
166.269,5:46:44
166.446,5:46:55
166.623,5:47:5
166.801,5:47:16
166.977,5:47:26
167.154,5:47:37
167.33,5:47:48
167.507,5:47:58
167.684,5:48:9
167.86,5:48:19
168.037,5:48:30
168.213,5:48:41
168.39,5:48:51
168.566,5:49:2
168.743,5:49:12
168.919,5:49:23
169.096,5:49:34
169.272,5:49:44
169.449,5:49:55
169.625,5:50:6
169.802,5:50:16
169.802,5:50:27
169.979,5:50:37
170.155,5:50:48
170.332,5:50:59
170.508,5:51:10
170.685,5:51:20
170.862,5:51:31
171.039,5:51:42
171.216,5:51:52
171.393,5:52:3
171.57,5:52:14
171.747,5:52:25
171.924,5:52:35
172.101,5:52:46
172.278,5:52:57
172.456,5:53:7
172.633,5:53:18
172.811,5:53:29
173.168,5:53:39
173.346,5:53:50
173.525,5:54:1
173.703,5:54:11
173.882,5:54:22
174.06,5:54:32
174.238,5:54:43
174.417,5:54:54
174.595,5:55:4
174.774,5:55:15
174.952,5:55:25
175.131,5:55:36
175.309,5:55:46
175.487,5:55:57
175.842,5:56:7
176.019,5:56:18
176.196,5:56:28
176.373,5:56:39
176.726,5:56:49
176.902,5:57:0
177.077,5:57:10
177.253,5:57:20
177.429,5:57:31
177.604,5:57:41
177.78,5:57:52
177.955,5:58:2
178.131,5:58:12
178.306,5:58:23
178.481,5:58:33
178.655,5:58:43
178.829,5:58:54
179.175,5:59:4
179.348,5:59:14
179.521,5:59:24
179.867,5:59:35
180.04,5:59:45
180.212,5:59:55
180.557,6:0:5
180.729,6:0:15
180.901,6:0:25
181.073,6:0:35
181.244,6:0:45
181.415,6:0:55
181.585,6:1:5
181.754,6:1:15
181.922,6:1:25
182,6:1:35
182,6:1:45
182,6:1:55
182,6:2:5
182,6:2:15
182,6:2:25
182,6:2:35
182,6:2:45
182,6:2:55
182,6:3:5
182,6:3:15
182,6:3:25
182,6:3:35
182,6:3:45
182,6:3:55
182,6:4:5
182,6:4:15
182,6:4:25
182,6:4:35
182,6:4:44
182,6:4:54
182,6:5:4
182,6:5:14
182,6:5:24
182,6:5:34
182,6:5:44
182,6:5:54
182,6:6:4
182,6:6:13
182,6:6:23
182,6:6:33
182,6:6:43
182,6:6:53
182,6:7:2
182,6:7:12
182,6:7:22
182,6:7:32
182,6:7:41
182,6:7:51
182,6:8:1
182,6:8:10
182,6:8:20
182,6:8:30
182,6:8:39
182,6:8:49
182,6:8:59
182,6:9:8
182,6:9:18
182,6:9:27
182,6:9:37
182,6:9:47
182,6:9:56
182,6:10:6
182,6:10:16
182,6:10:25
182,6:10:35
182,6:10:44
182,6:10:54
182,6:11:4
182,6:11:13
182,6:11:23
182,6:11:33
182,6:11:42
182,6:11:52
182,6:12:2
182,6:12:11
182,6:12:21
182,6:12:30
182,6:12:40
182,6:12:50
182,6:12:59
182,6:13:9
182,6:13:19
182,6:13:28
182,6:13:38
182,6:13:48
182,6:13:57
182,6:14:7
182,6:14:16
182,6:14:26
182,6:14:36
182,6:14:45
182,6:14:55
182,6:15:5
182,6:15:14
182,6:15:24
182,6:15:33
182,6:15:43
182,6:15:53
182,6:16:2
182,6:16:12
182,6:16:22
182,6:16:31
182,6:16:41
182,6:16:50
182,6:17:0
182,6:17:10
182,6:17:19
182,6:17:29
182,6:17:38
182,6:17:48
182,6:17:57
182,6:18:6
182,6:18:16
182,6:18:25
182,6:18:35
182,6:18:44
182,6:18:54
182,6:19:3
182,6:19:12
182,6:19:22
182,6:19:31
182,6:19:41
182,6:19:50
182,6:20:0
182,6:20:9
182,6:20:18
182,6:20:28
182,6:20:37
182,6:20:47
182,6:20:56
182,6:21:6
182,6:21:15
182,6:21:24
182,6:21:34
182,6:21:43
182,6:21:53
182,6:22:2
182,6:22:12
182,6:22:21
182,6:22:30
182,6:22:40
182,6:22:49
182,6:22:59
182,6:23:8
182,6:23:18
182,6:23:27
182,6:23:36
182,6:23:46
182,6:23:55
182,6:24:5
182,6:24:14
182,6:24:24
182,6:24:33
182,6:24:42
182,6:24:52
182,6:25:1
182,6:25:11
182,6:25:20
182,6:25:30
182,6:25:39
182,6:25:48
182,6:25:58
182,6:26:7
182,6:26:17
182,6:26:26
182,6:26:36
182,6:26:45
182,6:26:54
182,6:27:4
182,6:27:13
182,6:27:23
182,6:27:32
182,6:27:42
182,6:27:51
182,6:28:1
182,6:28:11
182,6:28:20
182,6:28:30
182,6:28:40
182,6:28:49
182,6:28:59
182,6:29:9
182,6:29:19
182,6:29:29
182,6:29:39
182,6:29:49
182,6:29:59
182,6:30:9
182,6:30:19
182,6:30:29
182,6:30:39
182,6:30:49
182,6:30:59
182,6:31:9
182,6:31:20
182,6:31:30
182,6:31:40
182,6:31:50
182,6:32:0
182,6:32:10
182,6:32:20
182,6:32:30
182,6:32:40
182,6:32:50
182,6:33:0
182,6:33:10
182,6:33:20
182,6:33:30
182,6:33:39
182,6:33:49
182,6:33:59
182,6:34:9
182,6:34:19
182,6:34:29
182,6:34:39
182,6:34:49
182,6:34:59
182,6:35:9
182,6:35:18
182,6:35:28
182,6:35:38
182,6:35:48
182,6:35:58
182,6:36:7
182,6:36:17
182,6:36:27
182,6:36:37
182,6:36:46
182,6:36:56
182,6:37:6
182,6:37:15
182,6:37:25
182,6:37:35
182,6:37:44
182,6:37:54
182,6:38:4
182,6:38:13
182,6:38:23
182,6:38:33
182,6:38:42
182,6:38:52
182,6:39:2
182,6:39:12
182,6:39:21
182,6:39:31
182,6:39:41
182,6:39:50
182,6:40:0
182,6:40:9
182,6:40:19
182,6:40:29
182,6:40:38
182,6:40:48
182,6:40:58
182,6:41:7
182,6:41:17
182,6:41:27
182,6:41:36
182,6:41:46
182,6:41:55
182,6:42:5
182,6:42:15
182,6:42:24
182,6:42:34
182,6:42:44
182,6:42:53
182,6:43:3
182,6:43:13
182,6:43:22
182,6:43:32
182,6:43:42
182,6:43:52
182,6:44:1
182,6:44:11
182,6:44:21
182,6:44:31
182,6:44:40
182,6:44:50
182,6:45:0
182,6:45:10
182,6:45:20
182,6:45:30
182,6:45:40
182,6:45:50
182,6:46:0
182,6:46:10
182,6:46:20
182,6:46:30
182,6:46:40
182,6:46:50
182,6:47:0
182,6:47:10
182,6:47:20
182,6:47:30
182,6:47:40
182,6:47:50
182,6:48:0
182,6:48:10
182,6:48:20
182,6:48:30
182,6:48:40
182,6:48:50
182,6:49:0
182,6:49:10
182,6:49:20
182,6:49:30
182,6:49:40
182,6:49:50
182,6:50:0
182,6:50:10
182,6:50:20
182,6:50:30
182,6:50:40
182,6:50:50
182,6:51:0
182,6:51:10
182,6:51:20
182,6:51:30
182,6:51:40
182,6:51:50
182,6:51:59
182,6:52:9
182,6:52:19
182,6:52:29
182,6:52:39
182,6:52:49
182,6:52:59
182,6:53:9
182,6:53:19
182,6:53:29
182,6:53:39
182,6:53:49
182,6:53:58
182,6:54:8
182,6:54:18
182,6:54:28
182,6:54:38
182,6:54:48
182,6:54:58
182,6:55:8
182,6:55:18
182,6:55:28
182,6:55:38
182,6:55:48
182,6:55:58
182,6:56:7
182,6:56:17
182,6:56:27
182,6:56:37
182,6:56:47
182,6:56:57
182,6:57:7
182,6:57:17
182,6:57:27
182,6:57:37
182,6:57:47
182,6:57:57
182,6:58:7
182,6:58:17
182,6:58:27
182,6:58:37
182,6:58:47
182,6:58:57
182,6:59:7
182,6:59:17
182,6:59:27
182,6:59:37
182,6:59:47
182,6:59:57
182,7:0:7
182,7:0:17
182,7:0:27
182,7:0:37
182,7:0:47
182,7:0:57
182,7:1:7
182,7:1:17
182,7:1:27
182,7:1:37
182,7:1:47
182,7:1:57
182,7:2:7
182,7:2:17
182,7:2:27
182,7:2:37
182,7:2:47
182,7:2:57
182,7:3:7
182,7:3:17
182,7:3:27
182,7:3:37
182,7:3:48
182,7:3:58
182,7:4:8
182,7:4:18
182,7:4:28
182,7:4:38
182,7:4:48
182,7:4:58
182,7:5:8
182,7:5:19
182,7:5:29
182,7:5:39
182,7:5:49
182,7:5:59
182,7:6:10
182,7:6:20
182,7:6:30
182,7:6:41
182,7:6:51
182,7:7:2
182,7:7:12
182,7:7:23
182,7:7:33
182,7:7:44
182,7:7:54
182,7:8:5
182,7:8:15
182,7:8:25
182,7:8:36
182,7:8:46
182,7:8:57
182,7:9:7
182,7:9:17
182,7:9:28
182,7:9:38
182,7:9:49
182,7:9:59
182,7:10:9
182,7:10:20
182,7:10:30
182,7:10:40
182,7:10:51
182,7:11:1
182,7:11:11
182,7:11:22
182,7:11:32
182,7:11:42
182,7:11:53
182,7:12:3
182,7:12:13
182,7:12:23
182,7:12:33
182,7:12:43
182,7:12:53
182,7:13:3
182,7:13:13
182,7:13:23
182,7:13:33
182,7:13:43
182,7:13:53
182,7:14:3
182,7:14:13
182,7:14:23
182,7:14:33
182,7:14:43
182,7:14:53
182,7:15:3
182,7:15:13
182,7:15:23
182,7:15:33
182,7:15:43
182,7:15:53
182,7:16:3
182,7:16:13
182,7:16:23
182,7:16:33
182,7:16:43
182,7:16:53
182,7:17:3
182,7:17:13
182,7:17:23
182,7:17:33
182,7:17:43
182,7:17:53
182,7:18:3
182,7:18:13
182,7:18:23
182,7:18:33
182,7:18:43
182,7:18:53
182,7:19:3
182,7:19:13
182,7:19:23
182,7:19:33
182,7:19:43
182,7:19:53
182,7:20:3
182,7:20:14
182,7:20:24
182,7:20:34
182,7:20:44
182,7:20:54
182,7:21:4
182,7:21:14
182,7:21:24
182,7:21:34
182,7:21:44
182,7:21:54
182,7:22:5
182,7:22:15
182,7:22:25
182,7:22:35
182,7:22:45
182,7:22:55
182,7:23:6
182,7:23:16
182,7:23:26
182,7:23:36
182,7:23:47
182,7:23:57
182,7:24:7
182,7:24:17
182,7:24:27
182,7:24:38
182,7:24:48
182,7:24:58
182,7:25:9
182,7:25:19
182,7:25:29
182,7:25:40
182,7:25:50
182,7:26:0
182,7:26:11
182,7:26:21
182,7:26:32
182,7:26:42
182,7:26:52
182,7:27:3
182,7:27:13
182,7:27:24
182,7:27:34
182,7:27:45
182,7:27:55
182,7:28:6
182,7:28:16
182,7:28:27
182,7:28:37
182,7:28:48
182,7:28:58
182,7:29:9
182,7:29:20
182,7:29:30
182,7:29:41
182,7:29:51
182,7:30:2
182,7:30:13
182,7:30:23
182,7:30:34
182,7:30:44
182,7:30:55
182,7:31:5
182,7:31:16
182,7:31:26
182,7:31:37
182,7:31:47
182,7:31:58
182,7:32:9
182,7:32:19
182,7:32:30
182,7:32:40
182,7:32:51
182,7:33:1
182,7:33:12
182,7:33:22
182,7:33:33
182,7:33:44
182,7:33:54
182,7:34:5
182,7:34:15
182,7:34:26
182,7:34:37
182,7:34:47
182,7:34:58
182,7:35:9
182,7:35:19
182,7:35:30
182,7:35:41
182,7:35:51
182,7:36:2
182,7:36:12
182,7:36:23
182,7:36:34
182,7:36:44
182,7:36:55
182,7:37:6
182,7:37:17
182,7:37:27
182,7:37:38
182,7:37:49
182,7:37:59
182,7:38:10
182,7:38:21
182,7:38:32
182,7:38:42
182,7:38:53
182,7:39:4
182,7:39:14
182,7:39:25
182,7:39:35
182,7:39:46
182,7:39:57
182,7:40:7
182,7:40:18
182,7:40:29
182,7:40:39
182,7:40:50
182,7:41:1
182,7:41:11
182,7:41:22
182,7:41:33
182,7:41:44
182,7:41:54
182,7:42:5
182,7:42:16
182,7:42:27
182,7:42:37
182,7:42:48
182,7:42:59
182,7:43:9
182,7:43:20
182,7:43:31
182,7:43:42
182,7:43:52
182,7:44:3
182,7:44:14
182,7:44:24
182,7:44:35
182,7:44:46
182,7:44:57
182,7:45:8
182,7:45:18
182,7:45:29
182,7:45:40
182,7:45:51
182,7:46:2
182,7:46:12
182,7:46:23
182,7:46:34
182,7:46:45
182,7:46:56
182,7:47:7
182,7:47:18
182,7:47:29
182,7:47:40
182,7:47:50
182,7:48:1
182,7:48:12
182,7:48:23
182,7:48:34
182,7:48:45
182,7:48:56
182,7:49:7
182,7:49:18
182,7:49:29
182,7:49:40
182,7:49:51
182,7:50:2
182,7:50:13
182,7:50:24
182,7:50:35
182,7:50:46
182,7:50:57
182,7:51:8
182,7:51:19
182,7:51:30
182,7:51:41
182,7:51:52
182,7:52:3
182,7:52:14
182,7:52:25
182,7:52:36
182,7:52:47
182,7:52:58
182,7:53:9
182,7:53:20
182,7:53:31
182,7:53:42
182,7:53:53
182,7:54:4
182,7:54:15
182,7:54:26
182,7:54:37
182,7:54:48
182,7:54:59
182,7:55:10
182,7:55:21
182,7:55:31
182,7:55:42
182,7:55:53
182,7:56:4
182,7:56:15
182,7:56:26
182,7:56:37
182,7:56:48
182,7:56:59
182,7:57:9
182,7:57:20
182,7:57:31
182,7:57:42
182,7:57:53
182,7:58:4
182,7:58:15
182,7:58:26
182,7:58:37
182,7:58:48
182,7:58:59
182,7:59:10
182,7:59:22
182,7:59:33
182,7:59:44
182,7:59:55
182,8:0:6
182,8:0:17
182,8:0:28
182,8:0:40
182,8:0:51
182,8:1:2
182,8:1:13
182,8:1:24
182,8:1:35
182,8:1:47
182,8:1:58
182,8:2:9
182,8:2:20
182,8:2:31
182,8:2:42
182,8:2:54
182,8:3:5
182,8:3:16
182,8:3:27
182,8:3:38
182,8:3:49
182,8:4:1
182,8:4:12
182,8:4:23
182,8:4:34
182,8:4:45
182,8:4:57
182,8:5:8
182,8:5:19
182,8:5:30
182,8:5:42
182,8:5:53
182,8:6:4
182,8:6:16
182,8:6:27
182,8:6:38
182,8:6:49
182,8:7:0
182,8:7:12
182,8:7:23
182,8:7:34
182,8:7:45
182,8:7:56
182,8:8:7
182,8:8:18
182,8:8:29
182,8:8:40
182,8:8:51
182,8:9:3
182,8:9:14
182,8:9:25
182,8:9:36
182,8:9:47
182,8:9:58
182,8:10:9
182,8:10:20
182,8:10:31
182,8:10:42
182,8:10:53
182,8:11:4
182,8:11:15
182,8:11:27
182,8:11:38
182,8:11:49
182,8:12:0
182,8:12:11
182,8:12:22
182,8:12:33
182,8:12:44
182,8:12:55
182,8:13:5
182,8:13:16
182,8:13:27
182,8:13:38
182,8:13:49
182,8:14:0
182,8:14:11
182,8:14:22
182,8:14:33
182,8:14:45
182,8:14:56
182,8:15:7
182,8:15:18
182,8:15:29
182,8:15:40
182,8:15:51
182,8:16:2
182,8:16:14
182,8:16:25
182,8:16:36
182,8:16:47
182,8:16:58
182,8:17:9
182,8:17:20
182,8:17:32
182,8:17:43
182,8:17:54
182,8:18:5
182,8:18:16
182,8:18:27
182,8:18:38
182,8:18:49
182,8:19:0
182,8:19:11
182,8:19:22
182,8:19:33
182,8:19:44
182,8:19:55
182,8:20:6
182,8:20:17
182,8:20:28
182,8:20:39
182,8:20:50
182,8:21:1
182,8:21:12
182,8:21:23
182,8:21:34
182,8:21:45
182,8:21:56
182,8:22:7
182,8:22:18
182,8:22:29
182,8:22:40
182,8:22:51
182,8:23:2
182,8:23:12
182,8:23:23
182,8:23:34
182,8:23:45
182,8:23:56
182,8:24:7
182,8:24:18
182,8:24:29
182,8:24:40
182,8:24:50
182,8:25:1
182,8:25:12
182,8:25:23
182,8:25:34
182,8:25:45
182,8:25:56
182,8:26:7
182,8:26:18
182,8:26:29
182,8:26:39
182,8:26:50
182,8:27:1
182,8:27:12
182,8:27:23
182,8:27:34
182,8:27:45
182,8:27:56
182,8:28:7
182,8:28:17
182,8:28:28
182,8:28:39
182,8:28:50
182,8:29:1
182,8:29:11
182,8:29:22
182,8:29:33
182,8:29:44
182,8:29:54
182,8:30:5
182,8:30:16
182,8:30:27
182,8:30:38
182,8:30:48
182,8:30:59
182,8:31:10
182,8:31:21
182,8:31:32
182,8:31:42
182,8:31:53
182,8:32:4
182,8:32:14
182,8:32:25
182,8:32:35
182,8:32:46
182,8:32:57
182,8:33:7
182,8:33:18
182,8:33:28
182,8:33:39
182,8:33:50
182,8:34:1
182,8:34:11
182,8:34:22
182,8:34:33
182,8:34:44
182,8:34:55
182,8:35:6
182,8:35:17
182,8:35:28
182,8:35:39
182,8:35:50
182,8:36:1
182,8:36:12
182,8:36:23
182,8:36:34
182,8:36:44
182,8:36:55
182,8:37:5
182,8:37:16
182,8:37:26
182,8:37:36
182,8:37:46
182,8:37:57
182,8:38:7
182,8:38:17
182,8:38:27
182,8:38:38
182,8:38:48
182,8:38:58
182,8:39:8
182,8:39:18
182,8:39:29
182,8:39:39
182,8:39:49
182,8:40:0
182,8:40:10
182,8:40:20
182,8:40:30
182,8:40:41
182,8:40:51
182,8:41:1
182,8:41:12
182,8:41:22
182,8:41:32
182,8:41:43
182,8:41:53
182,8:42:3
182,8:42:14
182,8:42:24
182,8:42:35
182,8:42:45
182,8:42:55
182,8:43:6
182,8:43:16
182,8:43:27
182,8:43:37
182,8:43:47
182,8:43:58
182,8:44:9
182,8:44:19
182,8:44:30
182,8:44:40
182,8:44:51
182,8:45:1
182,8:45:12
182,8:45:22
182,8:45:33
182,8:45:44
182,8:45:54
182,8:46:5
182,8:46:15
182,8:46:26
182,8:46:36
182,8:46:47
182,8:46:57
182,8:47:8
182,8:47:18
182,8:47:29
182,8:47:39
182,8:47:50
182,8:48:0
182,8:48:10
182,8:48:21
182,8:48:31
182,8:48:42
182,8:48:52
182,8:49:2
182,8:49:13
182,8:49:23
182,8:49:33
182,8:49:43
182,8:49:54
182,8:50:4
182,8:50:14
182,8:50:24
182,8:50:35
182,8:50:45
182,8:50:55
182,8:51:5
182,8:51:15
182,8:51:25
182,8:51:36
182,8:51:46
182,8:51:56
182,8:52:6
182,8:52:16
182,8:52:26
182,8:52:36
182,8:52:46
182,8:52:57
182,8:53:7
182,8:53:17
182,8:53:27
182,8:53:37
182,8:53:47
182,8:53:57
182,8:54:7
182,8:54:17
182,8:54:28
182,8:54:38
182,8:54:48
182,8:54:58
182,8:55:8
182,8:55:18
182,8:55:28
182,8:55:39
182,8:55:49
182,8:55:59
182,8:56:9
182,8:56:19
182,8:56:29
182,8:56:39
182,8:56:49
182,8:56:59
182,8:57:9
182,8:57:20
182,8:57:30
182,8:57:40
182,8:57:50
182,8:57:59
182,8:58:9
182,8:58:19
182,8:58:29
182,8:58:39
182,8:58:49
182,8:58:58
182,8:59:8
182,8:59:18
182,8:59:28
182,8:59:38
182,8:59:47
182,8:59:57
182,9:0:7
182,9:0:17
182,9:0:27
182,9:0:37
182,9:0:47
182,9:0:57
182,9:1:7
182,9:1:17
182,9:1:27
182,9:1:38
182,9:1:48
182,9:1:58
182,9:2:8
182,9:2:18
182,9:2:29
182,9:2:39
182,9:2:49
182,9:3:0
182,9:3:10
182,9:3:21
182,9:3:31
182,9:3:42
182,9:3:53
182,9:4:3
182,9:4:14
182,9:4:24
182,9:4:35
182,9:4:46
182,9:4:56
182,9:5:7
182,9:5:17
182,9:5:28
182,9:5:38
182,9:5:49
182,9:5:59
182,9:6:9
182,9:6:19
182,9:6:30
182,9:6:40
182,9:6:50
182,9:7:1
182,9:7:11
182,9:7:21
182,9:7:31
182,9:7:41
182,9:7:52
182,9:8:2
182,9:8:12
182,9:8:22
182,9:8:32
182,9:8:42
182,9:8:52
182,9:9:2
182,9:9:12
182,9:9:22
182,9:9:33
182,9:9:43
182,9:9:53
182,9:10:3
182,9:10:13
182,9:10:23
182,9:10:33
182,9:10:43
182,9:10:53
182,9:11:3
182,9:11:13
182,9:11:23
182,9:11:33
182,9:11:44
182,9:11:54
182,9:12:4
182,9:12:14
182,9:12:24
182,9:12:34
182,9:12:45
182,9:12:55
182,9:13:5
182,9:13:15
182,9:13:26
182,9:13:36
182,9:13:47
182,9:13:57
182,9:14:7
182,9:14:18
182,9:14:28
182,9:14:38
182,9:14:49
182,9:14:59
182,9:15:10
182,9:15:20
182,9:15:30
182,9:15:41
182,9:15:51
182,9:16:2
182,9:16:12
182,9:16:23
182,9:16:33
182,9:16:44
182,9:16:54
182,9:17:5
182,9:17:15
182,9:17:25
182,9:17:36
182,9:17:46
182,9:17:57
182,9:18:7
182,9:18:18
182,9:18:28
182,9:18:39
182,9:18:49
182,9:18:59
182,9:19:10
182,9:19:20
182,9:19:31
182,9:19:41
182,9:19:51
182,9:20:2
182,9:20:12
182,9:20:23
182,9:20:33
182,9:20:43
182,9:20:54
182,9:21:4
182,9:21:14
182,9:21:25
182,9:21:35
182,9:21:46
182,9:21:56
182,9:22:6
182,9:22:17
182,9:22:27
182,9:22:38
182,9:22:48
182,9:22:58
182,9:23:9
182,9:23:19
182,9:23:29
182,9:23:40
182,9:23:50
182,9:24:0
182,9:24:11
182,9:24:21
182,9:24:31
182,9:24:42
182,9:24:52
182,9:25:2
182,9:25:13
182,9:25:23
182,9:25:34
182,9:25:44
182,9:25:54
182,9:26:5
182,9:26:15
182,9:26:26
182,9:26:36
182,9:26:46
182,9:26:57
182,9:27:7
182,9:27:17
182,9:27:27
182,9:27:38
182,9:27:48
182,9:27:58
182,9:28:8
182,9:28:19
182,9:28:29
182,9:28:39
182,9:28:49
182,9:29:0
182,9:29:10
182,9:29:20
182,9:29:31
182,9:29:41
182,9:29:51
182,9:30:2
182,9:30:12
182,9:30:23
182,9:30:33
182,9:30:43
182,9:30:53
182,9:31:4
182,9:31:14
182,9:31:24
182,9:31:35
182,9:31:45
181.924,9:31:55
181.578,9:32:5
181.232,9:32:16
180.888,9:32:26
180.544,9:32:36
180.201,9:32:46
179.858,9:32:57
179.516,9:33:7
179.516,9:33:17
179.174,9:33:27
178.832,9:33:38
178.49,9:33:48
178.147,9:33:58
177.805,9:34:9
177.463,9:34:19
177.121,9:34:29
176.779,9:34:40
176.095,9:34:50
175.753,9:35:0
175.41,9:35:11
175.067,9:35:21
174.724,9:35:31
174.38,9:35:41
174.036,9:35:51
173.691,9:36:2
173.347,9:36:12
173.003,9:36:22
172.659,9:36:32
172.316,9:36:42
171.974,9:36:53
171.631,9:37:3
171.29,9:37:13
170.949,9:37:23
170.608,9:37:33
170.268,9:37:44
169.928,9:37:54
169.588,9:38:4
169.249,9:38:14
168.909,9:38:24
168.57,9:38:34
168.23,9:38:45
167.891,9:38:55
167.551,9:39:5
167.212,9:39:15
166.872,9:39:26
166.533,9:39:36
166.193,9:39:46
165.854,9:39:57
165.514,9:40:7
165.514,9:40:17
165.174,9:40:27
164.833,9:40:38
164.492,9:40:48
164.151,9:40:58
163.809,9:41:9
163.467,9:41:19
163.125,9:41:29
162.783,9:41:40
162.44,9:41:50
162.098,9:42:0
161.756,9:42:11
161.414,9:42:21
161.071,9:42:31
160.727,9:42:42
160.727,9:42:52
160.384,9:43:3
159.695,9:43:13
159.35,9:43:23
159.005,9:43:34
158.66,9:43:44
157.971,9:43:54
157.626,9:44:5
157.28,9:44:15
156.935,9:44:25
156.588,9:44:36
156.242,9:44:46
155.895,9:44:56
155.547,9:45:6
155.201,9:45:17
154.856,9:45:27
154.511,9:45:37
154.168,9:45:47
153.825,9:45:57
153.483,9:46:8
152.799,9:46:18
152.457,9:46:28
152.115,9:46:38
151.772,9:46:48
151.431,9:46:58
151.089,9:47:9
150.748,9:47:19
150.408,9:47:29
150.068,9:47:39
149.728,9:47:49
149.389,9:47:59
149.05,9:48:9
148.712,9:48:19
148.374,9:48:29
148.037,9:48:40
148.037,9:48:50
147.7,9:49:0
147.026,9:49:10
146.689,9:49:20
146.352,9:49:30
146.015,9:49:40
145.341,9:49:51
145.003,9:50:1
144.665,9:50:11
144.327,9:50:21
143.987,9:50:31
143.648,9:50:41
143.309,9:50:51
142.972,9:51:1
142.635,9:51:11
142.635,9:51:21
142.299,9:51:31
141.964,9:51:41
141.629,9:51:51
141.295,9:52:1
140.961,9:52:11
140.626,9:52:21
140.292,9:52:31
139.958,9:52:42
139.623,9:52:52
139.288,9:53:2
138.953,9:53:12
138.618,9:53:22
138.281,9:53:32
137.945,9:53:42
137.945,9:53:52
137.608,9:54:3
137.271,9:54:13
136.934,9:54:23
136.597,9:54:33
136.26,9:54:43
135.923,9:54:54
135.586,9:55:4
135.249,9:55:14
134.911,9:55:25
134.573,9:55:35
134.234,9:55:45
133.895,9:55:55
133.895,9:56:6
133.555,9:56:16
133.215,9:56:26
132.875,9:56:37
132.534,9:56:47
132.192,9:56:57
132,9:57:7
132,9:57:18
132,9:57:28
132,9:57:38
132,9:57:48
132,9:57:59
132,9:58:9
132,9:58:19
132,9:58:29
132,9:58:40
132,9:58:50
132,9:59:0
132,9:59:10
132,9:59:21
132,9:59:31
132,9:59:41
132,9:59:51
132,10:0:2
132,10:0:12
132,10:0:22
132,10:0:32
132,10:0:42
132,10:0:52
132,10:1:3
132,10:1:13
132,10:1:23
132,10:1:33
132,10:1:43
132,10:1:53
132,10:2:3
132,10:2:13
132,10:2:23
132,10:2:33
132,10:2:43
132,10:2:53
132,10:3:3
132,10:3:13
132,10:3:23
132,10:3:33
132,10:3:43
132,10:3:53
132,10:4:3
132,10:4:13
132,10:4:23
132,10:4:32
132,10:4:42
132,10:4:52
132,10:5:2
132,10:5:12
132,10:5:22
132,10:5:31
132,10:5:41
132,10:5:51
132,10:6:1
132,10:6:11
132,10:6:21
132,10:6:31
132,10:6:41
132,10:6:51
132,10:7:1
132,10:7:11
132,10:7:21
132,10:7:31
132,10:7:41
132,10:7:51
132,10:8:1
132,10:8:11
132,10:8:21
132,10:8:31
132,10:8:41
132,10:8:51
132,10:9:1
132,10:9:11
132,10:9:21
132,10:9:32
132,10:9:42
132,10:9:52
132,10:10:2
132,10:10:12
132,10:10:23
132,10:10:33
132,10:10:43
132,10:10:53
132,10:11:4
132,10:11:14
132,10:11:24
132,10:11:34
132,10:11:45
132,10:11:55
132,10:12:5
132,10:12:15
132,10:12:25
132,10:12:35
132,10:12:45
132,10:12:56
132,10:13:6
132,10:13:16
132,10:13:26
132,10:13:36
132,10:13:46
132,10:13:56
132,10:14:6
132,10:14:17
132,10:14:27
132,10:14:37
132,10:14:47
132,10:14:57
132,10:15:7
132,10:15:17
132,10:15:27
132,10:15:38
132,10:15:48
132,10:15:58
132,10:16:8
132,10:16:18
132,10:16:28
132,10:16:38
132,10:16:48
132,10:16:58
132,10:17:8
132,10:17:19
132,10:17:29
132,10:17:39
132,10:17:49
132,10:17:59
132,10:18:9
132,10:18:19
132,10:18:29
132,10:18:39
132,10:18:49
132,10:18:59
132,10:19:10
132,10:19:20
132,10:19:30
132,10:19:40
132,10:19:50
132,10:20:0
132,10:20:10
132,10:20:20
132,10:20:30
132,10:20:40
132,10:20:50
132,10:21:0
132,10:21:10
132,10:21:20
132,10:21:30
132,10:21:40
132,10:21:50
132,10:22:0
132,10:22:10
132,10:22:20
